rule_id,name,rule_type,rule_file,stage,level_range,job_group,item_slot,current_tier,recommended_tier,item_tier,minimum_starforce,recommended_starforce,stop_point,potential_grade,option_type,priority,priority_rank,valid_options,bad_options,target_grade,additional_potential,flame_score,minimum_score,recommended_score,high_score,upgrade_priority,condition,reason,recommended_action,api_slot_name,standard_slot_name,item_category,is_core_slot,recommendation_use,notes,calculation_note,review_status,source_id,description
equipment_rule_supplemental_rule_0056,late_bossing weapon equipment progression,progression,equipment_progression_rules.csv,late_bossing,250-269,all,weapon,absolab,arcane_or_high_absolab,,17,17,,legendary,,2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense%,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,hard lucid/will and beyond,WSE legendary valid lines become priority,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0056,"rule_file: equipment_progression_rules.csv stage: late_bossing, level range: 250-269, job group: all slot: weapon, current tier: absolab, recommended tier: arcane_or_high_absolab starforce: minimum 17, target 17 potential grade: legendary, priority: 2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense% additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: hard lucid/will and beyond reason: WSE legendary valid lines becom..."
equipment_rule_supplemental_rule_0057,late_bossing secondary_weapon equipment progression,progression,equipment_progression_rules.csv,late_bossing,250-269,all,secondary_weapon,absolab,arcane_or_high_absolab,,17,17,,legendary,,2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense%,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,hard lucid/will and beyond,WSE legendary valid lines become priority,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0057,"rule_file: equipment_progression_rules.csv stage: late_bossing, level range: 250-269, job group: all slot: secondary_weapon, current tier: absolab, recommended tier: arcane_or_high_absolab starforce: minimum 17, target 17 potential grade: legendary, priority: 2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense% additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: hard lucid/will and beyond reason: WSE legendary valid l..."
equipment_rule_supplemental_rule_0058,late_bossing emblem equipment progression,progression,equipment_progression_rules.csv,late_bossing,250-269,all,emblem,absolab,arcane_or_high_absolab,,17,17,,legendary,,2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense%,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,hard lucid/will and beyond,WSE legendary valid lines become priority,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0058,"rule_file: equipment_progression_rules.csv stage: late_bossing, level range: 250-269, job group: all slot: emblem, current tier: absolab, recommended tier: arcane_or_high_absolab starforce: minimum 17, target 17 potential grade: legendary, priority: 2 valid lines: boss_damage%/attack%/magic_attack%/ignore_defense% additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: hard lucid/will and beyond reason: WSE legendary valid lines becom..."
equipment_rule_supplemental_rule_0059,late_bossing armor_set equipment progression,progression,equipment_progression_rules.csv,late_bossing,250-269,all,armor_set,cra_absolab,arcane_5set_or_22_star_absolab_path,,17,18,,unique_to_legendary,,main_stat% 2 lines target,,,,,main_stat% or attack flat,"minimum 80, recommended 100",,,,2,hard boss progression,choose arcane transition or high-star absolab path,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0059,"rule_file: equipment_progression_rules.csv stage: late_bossing, level range: 250-269, job group: all slot: armor_set, current tier: cra_absolab, recommended tier: arcane_5set_or_22_star_absolab_path starforce: minimum 17, target 18 potential grade: unique_to_legendary, priority: main_stat% 2 lines target additional potential: main_stat% or attack flat flame score: minimum 80, recommended 100 upgrade priority: 2, condition: hard boss progression reason: choose arcane transition or high-star absol..."
equipment_rule_supplemental_rule_0060,late_bossing accessory_set equipment progression,progression,equipment_progression_rules.csv,late_bossing,250-269,all,accessory_set,boss_accessory,dawn_or_pitched_boss_progression,,17,18,,unique_to_legendary,,main_stat% 2 lines target,,,,,main_stat% or attack flat,"minimum 80, recommended 100",,,,3,hard boss progression,accessory upgrades scale after core gear baseline,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0060,"rule_file: equipment_progression_rules.csv stage: late_bossing, level range: 250-269, job group: all slot: accessory_set, current tier: boss_accessory, recommended tier: dawn_or_pitched_boss_progression starforce: minimum 17, target 18 potential grade: unique_to_legendary, priority: main_stat% 2 lines target additional potential: main_stat% or attack flat flame score: minimum 80, recommended 100 upgrade priority: 3, condition: hard boss progression reason: accessory upgrades scale after core gea..."
equipment_rule_supplemental_rule_0061,endgame weapon equipment progression,progression,equipment_progression_rules.csv,endgame,270-300,all,weapon,arcane,genesis_or_optimized_arcane,,17,22,,legendary,,3 valid lines target,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,black mage/liberation and endgame bosses,WSE optimization dominates damage scaling,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0061,"rule_file: equipment_progression_rules.csv stage: endgame, level range: 270-300, job group: all slot: weapon, current tier: arcane, recommended tier: genesis_or_optimized_arcane starforce: minimum 17, target 22 potential grade: legendary, priority: 3 valid lines target additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: black mage/liberation and endgame bosses reason: WSE optimization dominates damage scaling review_status: draft_..."
equipment_rule_supplemental_rule_0062,endgame secondary_weapon equipment progression,progression,equipment_progression_rules.csv,endgame,270-300,all,secondary_weapon,arcane,genesis_or_optimized_arcane,,17,22,,legendary,,3 valid lines target,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,black mage/liberation and endgame bosses,WSE optimization dominates damage scaling,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0062,"rule_file: equipment_progression_rules.csv stage: endgame, level range: 270-300, job group: all slot: secondary_weapon, current tier: arcane, recommended tier: genesis_or_optimized_arcane starforce: minimum 17, target 22 potential grade: legendary, priority: 3 valid lines target additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: black mage/liberation and endgame bosses reason: WSE optimization dominates damage scaling review_stat..."
equipment_rule_supplemental_rule_0063,endgame emblem equipment progression,progression,equipment_progression_rules.csv,endgame,270-300,all,emblem,arcane,genesis_or_optimized_arcane,,17,22,,legendary,,3 valid lines target,,,,,attack/magic_attack% line,"minimum 0, recommended 0",,,,1,black mage/liberation and endgame bosses,WSE optimization dominates damage scaling,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0063,"rule_file: equipment_progression_rules.csv stage: endgame, level range: 270-300, job group: all slot: emblem, current tier: arcane, recommended tier: genesis_or_optimized_arcane starforce: minimum 17, target 22 potential grade: legendary, priority: 3 valid lines target additional potential: attack/magic_attack% line flame score: minimum 0, recommended 0 upgrade priority: 1, condition: black mage/liberation and endgame bosses reason: WSE optimization dominates damage scaling review_status: draft_..."
equipment_rule_supplemental_rule_0064,endgame armor_set equipment progression,progression,equipment_progression_rules.csv,endgame,270-300,all,armor_set,arcane,22_star_arcane_or_eternal_path,,18,22,,legendary,,main_stat% 2-3 lines,,,,,main_stat% or attack flat,"minimum 100, recommended 120",,,,2,endgame bossing,starforce and set transition planning,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0064,"rule_file: equipment_progression_rules.csv stage: endgame, level range: 270-300, job group: all slot: armor_set, current tier: arcane, recommended tier: 22_star_arcane_or_eternal_path starforce: minimum 18, target 22 potential grade: legendary, priority: main_stat% 2-3 lines additional potential: main_stat% or attack flat flame score: minimum 100, recommended 120 upgrade priority: 2, condition: endgame bossing reason: starforce and set transition planning review_status: draft_needs_team_review"
equipment_rule_supplemental_rule_0065,endgame accessory_set equipment progression,progression,equipment_progression_rules.csv,endgame,270-300,all,accessory_set,dawn_or_pitched,pitched_boss_optimized,,18,22,,legendary,,main_stat% 2-3 lines,,,,,main_stat% or attack flat,"minimum 100, recommended 120",,,,3,endgame bossing,high cost upgrades require efficiency check,,,,,,,,,draft_needs_team_review,source_supplemental_rule_0065,"rule_file: equipment_progression_rules.csv stage: endgame, level range: 270-300, job group: all slot: accessory_set, current tier: dawn_or_pitched, recommended tier: pitched_boss_optimized starforce: minimum 18, target 22 potential grade: legendary, priority: main_stat% 2-3 lines additional potential: main_stat% or attack flat flame score: minimum 100, recommended 120 upgrade priority: 3, condition: endgame bossing reason: high cost upgrades require efficiency check review_status: draft_needs_te..."
equipment_rule_supplemental_rule_0066,early_bossing weapon priority,slot_priority,equipment_slot_priority.csv,early_bossing,,,weapon,,,,,,,,,,1,,,,,,,,,,,largest visible damage increase,secure epic potential and basic starforce,,,,,,,,draft_needs_team_review,source_supplemental_rule_0066,rule_file: equipment_slot_priority.csv stage: early_bossing item_slot: weapon priority_rank: 1 why: largest visible damage increase recommended_action: secure epic potential and basic starforce review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0067,early_bossing emblem priority,slot_priority,equipment_slot_priority.csv,early_bossing,,,emblem,,,,,,,,,,2,,,,,,,,,,,does not get replaced often and potential is efficient,roll useful attack/magic attack or ignore defense lines,,,,,,,,draft_needs_team_review,source_supplemental_rule_0067,rule_file: equipment_slot_priority.csv stage: early_bossing item_slot: emblem priority_rank: 2 why: does not get replaced often and potential is efficient recommended_action: roll useful attack/magic attack or ignore defense lines review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0068,early_bossing secondary_weapon priority,slot_priority,equipment_slot_priority.csv,early_bossing,,,secondary_weapon,,,,,,,,,,3,,,,,,,,,,,WSE potential affects bossing strongly,secure epic potential and useful line,,,,,,,,draft_needs_team_review,source_supplemental_rule_0068,rule_file: equipment_slot_priority.csv stage: early_bossing item_slot: secondary_weapon priority_rank: 3 why: WSE potential affects bossing strongly recommended_action: secure epic potential and useful line review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0069,early_bossing armor_set priority,slot_priority,equipment_slot_priority.csv,early_bossing,,,armor_set,,,,,,,,,,4,,,,,,,,,,,set effect and starforce baseline,fill CRA/Absolab transition pieces,,,,,,,,draft_needs_team_review,source_supplemental_rule_0069,rule_file: equipment_slot_priority.csv stage: early_bossing item_slot: armor_set priority_rank: 4 why: set effect and starforce baseline recommended_action: fill CRA/Absolab transition pieces review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0070,early_bossing accessory_set priority,slot_priority,equipment_slot_priority.csv,early_bossing,,,accessory_set,,,,,,,,,,5,,,,,,,,,,,cheap slot completion,complete boss accessory set,,,,,,,,draft_needs_team_review,source_supplemental_rule_0070,rule_file: equipment_slot_priority.csv stage: early_bossing item_slot: accessory_set priority_rank: 5 why: cheap slot completion recommended_action: complete boss accessory set review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0071,mid_bossing weapon priority,slot_priority,equipment_slot_priority.csv,mid_bossing,,,weapon,,,,,,,,,,1,,,,,,,,,,,boss clear thresholds depend heavily on weapon tier/potential,17 star and unique/legendary WSE path,,,,,,,,draft_needs_team_review,source_supplemental_rule_0071,rule_file: equipment_slot_priority.csv stage: mid_bossing item_slot: weapon priority_rank: 1 why: boss clear thresholds depend heavily on weapon tier/potential recommended_action: 17 star and unique/legendary WSE path review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0072,mid_bossing emblem priority,slot_priority,equipment_slot_priority.csv,mid_bossing,,,emblem,,,,,,,,,,2,,,,,,,,,,,high efficiency potential slot,target useful unique lines,,,,,,,,draft_needs_team_review,source_supplemental_rule_0072,rule_file: equipment_slot_priority.csv stage: mid_bossing item_slot: emblem priority_rank: 2 why: high efficiency potential slot recommended_action: target useful unique lines review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0073,mid_bossing secondary_weapon priority,slot_priority,equipment_slot_priority.csv,mid_bossing,,,secondary_weapon,,,,,,,,,,3,,,,,,,,,,,boss damage and IED source,target boss/IED/attack lines,,,,,,,,draft_needs_team_review,source_supplemental_rule_0073,rule_file: equipment_slot_priority.csv stage: mid_bossing item_slot: secondary_weapon priority_rank: 3 why: boss damage and IED source recommended_action: target boss/IED/attack lines review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0074,mid_bossing gloves priority,slot_priority,equipment_slot_priority.csv,mid_bossing,,,gloves,,,,,,,,,,4,,,,,,,,,,,critical damage potential can be a breakpoint,consider glove potential after WSE,,,,,,,,draft_needs_team_review,source_supplemental_rule_0074,rule_file: equipment_slot_priority.csv stage: mid_bossing item_slot: gloves priority_rank: 4 why: critical damage potential can be a breakpoint recommended_action: consider glove potential after WSE review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0075,mid_bossing armor_set priority,slot_priority,equipment_slot_priority.csv,mid_bossing,,,armor_set,,,,,,,,,,5,,,,,,,,,,,17 star baseline stabilizes progression,bring key pieces to 17 star,,,,,,,,draft_needs_team_review,source_supplemental_rule_0075,rule_file: equipment_slot_priority.csv stage: mid_bossing item_slot: armor_set priority_rank: 5 why: 17 star baseline stabilizes progression recommended_action: bring key pieces to 17 star review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0076,late_bossing weapon priority,slot_priority,equipment_slot_priority.csv,late_bossing,,,weapon,,,,,,,,,,1,,,,,,,,,,,arcane/genesis path determines ceiling,prioritize weapon tier and potential,,,,,,,,draft_needs_team_review,source_supplemental_rule_0076,rule_file: equipment_slot_priority.csv stage: late_bossing item_slot: weapon priority_rank: 1 why: arcane/genesis path determines ceiling recommended_action: prioritize weapon tier and potential review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0077,late_bossing emblem priority,slot_priority,equipment_slot_priority.csv,late_bossing,,,emblem,,,,,,,,,,2,,,,,,,,,,,permanent slot optimization,legendary valid lines,,,,,,,,draft_needs_team_review,source_supplemental_rule_0077,rule_file: equipment_slot_priority.csv stage: late_bossing item_slot: emblem priority_rank: 2 why: permanent slot optimization recommended_action: legendary valid lines review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0078,late_bossing secondary_weapon priority,slot_priority,equipment_slot_priority.csv,late_bossing,,,secondary_weapon,,,,,,,,,,3,,,,,,,,,,,boss damage/IED optimization,legendary valid lines,,,,,,,,draft_needs_team_review,source_supplemental_rule_0078,rule_file: equipment_slot_priority.csv stage: late_bossing item_slot: secondary_weapon priority_rank: 3 why: boss damage/IED optimization recommended_action: legendary valid lines review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0079,late_bossing gloves priority,slot_priority,equipment_slot_priority.csv,late_bossing,,,gloves,,,,,,,,,,4,,,,,,,,,,,crit damage lines are valuable,optimize gloves after WSE,,,,,,,,draft_needs_team_review,source_supplemental_rule_0079,rule_file: equipment_slot_priority.csv stage: late_bossing item_slot: gloves priority_rank: 4 why: crit damage lines are valuable recommended_action: optimize gloves after WSE review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0080,late_bossing accessory_set priority,slot_priority,equipment_slot_priority.csv,late_bossing,,,accessory_set,,,,,,,,,,5,,,,,,,,,,,dawn/pitched transition has high cost,upgrade by efficiency and transfer path,,,,,,,,draft_needs_team_review,source_supplemental_rule_0080,rule_file: equipment_slot_priority.csv stage: late_bossing item_slot: accessory_set priority_rank: 5 why: dawn/pitched transition has high cost recommended_action: upgrade by efficiency and transfer path review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0081,endgame weapon priority,slot_priority,equipment_slot_priority.csv,endgame,,,weapon,,,,,,,,,,1,,,,,,,,,,,liberation/genesis path,optimize final weapon path,,,,,,,,draft_needs_team_review,source_supplemental_rule_0081,rule_file: equipment_slot_priority.csv stage: endgame item_slot: weapon priority_rank: 1 why: liberation/genesis path recommended_action: optimize final weapon path review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0082,endgame accessory_set priority,slot_priority,equipment_slot_priority.csv,endgame,,,accessory_set,,,,,,,,,,2,,,,,,,,,,,pitched boss upgrades define endgame ceiling,evaluate cost and set effects,,,,,,,,draft_needs_team_review,source_supplemental_rule_0082,rule_file: equipment_slot_priority.csv stage: endgame item_slot: accessory_set priority_rank: 2 why: pitched boss upgrades define endgame ceiling recommended_action: evaluate cost and set effects review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0083,endgame armor_set priority,slot_priority,equipment_slot_priority.csv,endgame,,,armor_set,,,,,,,,,,3,,,,,,,,,,,22 star/eternal transition,plan high starforce upgrades carefully,,,,,,,,draft_needs_team_review,source_supplemental_rule_0083,rule_file: equipment_slot_priority.csv stage: endgame item_slot: armor_set priority_rank: 3 why: 22 star/eternal transition recommended_action: plan high starforce upgrades carefully review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0084,warrior armor_or_accessory potential rule,potential,potential_option_rules.csv,,,warrior,armor_or_accessory,,,,,,,,main_potential,1,,STR%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0084,rule_file: potential_option_rules.csv job_group: warrior item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: STR%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0085,magician armor_or_accessory potential rule,potential,potential_option_rules.csv,,,magician,armor_or_accessory,,,,,,,,main_potential,1,,INT%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0085,rule_file: potential_option_rules.csv job_group: magician item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: INT%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0086,bowman armor_or_accessory potential rule,potential,potential_option_rules.csv,,,bowman,armor_or_accessory,,,,,,,,main_potential,1,,DEX%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0086,rule_file: potential_option_rules.csv job_group: bowman item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: DEX%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0087,thief armor_or_accessory potential rule,potential,potential_option_rules.csv,,,thief,armor_or_accessory,,,,,,,,main_potential,1,,LUK%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0087,rule_file: potential_option_rules.csv job_group: thief item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: LUK%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
