alias_id,boss_id
boss_alias_2edd053008f52a132d53,boss_560afaf42585696f12e9
boss_alias_ef8b065def5caa6b88eb,boss_4cff415747643b5aa4da
boss_alias_bd0791594ac3385acb56,boss_4cff415747643b5aa4da
boss_alias_dfada40960912a235732,boss_7a00ea60d384377541df
boss_alias_cb725b78d698fd864d77,boss_7a00ea60d384377541df
boss_alias_dfada40960912a235732,boss_a890cdfe7f81046a7892
boss_alias_cb725b78d698fd864d77,boss_a890cdfe7f81046a7892
boss_alias_dfada40960912a235732,boss_b1ca581461528064bfdd
boss_alias_cb725b78d698fd864d77,boss_b1ca581461528064bfdd
boss_alias_32c5478a456f0244c1c7,boss_049cce59d0f4517943f0
boss_alias_fab569e962d96963375c,boss_049cce59d0f4517943f0
boss_alias_32c5478a456f0244c1c7,boss_d745ce0e34275d012dc9
boss_alias_fab569e962d96963375c,boss_d745ce0e34275d012dc9
boss_alias_32c5478a456f0244c1c7,boss_e3a411803cbfd5903632
boss_alias_fab569e962d96963375c,boss_e3a411803cbfd5903632
boss_alias_fd90ee3fb87144ac6642,boss_4ee8243f0cb5d177d473
boss_alias_c357ca761d19142b7d7c,boss_4ee8243f0cb5d177d473
boss_alias_716f8d0b7bb13a982d8a,boss_5506a157461b6e69fd32
boss_alias_0edf321b3a81f60c4de4,boss_5506a157461b6e69fd32
boss_alias_59adc77fee4929b2bce2,boss_5506a157461b6e69fd32
boss_alias_b10515f0381362ffb68e,boss_bcf5ac0effc07e9de855
boss_alias_6af4f55673efdfef00ea,boss_bcf5ac0effc07e9de855
boss_alias_bf56582cd68e1ab4027f,boss_8a41e30884b4bdd3df03
boss_alias_da27bb30b4f8589ea9b7,boss_8a41e30884b4bdd3df03
boss_alias_f86e8e1344436bb74868,boss_8a41e30884b4bdd3df03
boss_alias_f73ae488b5d6237a6873,boss_63a8d525a5a8d311f237
boss_alias_dfea9416cf63039a8c16,boss_63a8d525a5a8d311f237
boss_alias_0142ca9aa38a023763a3,boss_63a8d525a5a8d311f237
boss_alias_bed9a7916c028f24ede9,boss_3ee6c5444133b675d6f4
boss_alias_4767aa1739a09ab668f7,boss_3ee6c5444133b675d6f4
boss_alias_25dbb7f9d616a63d52ae,boss_3ee6c5444133b675d6f4
boss_alias_3cc8ef1fdad3dd85ea34,boss_35e0a64d1cd10829fb95
boss_alias_0e323bd68b59ecdcc04a,boss_35e0a64d1cd10829fb95
boss_alias_47ba4ecca142bb175c5a,boss_6ca35e35b7450382e47b
boss_alias_625a5b09700a98467ce3,boss_6ca35e35b7450382e47b
