user_input,reference_contexts,reference,persona_name,query_style,query_length
수정 체인지 버닝 악몽의 숲 공지에서 보상 획득 가능 시간은 어떻게 수정됐어?,"[""수정 [체인지 버닝] 악몽의 숲 문서에는 보상 획득 가능 시간 안내를 2분으로 수정했다는 내용이 적재되어 있다.""]",해당 공지에서는 보상 획득 가능 시간 안내가 2분으로 수정되었다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
몽환의 결정 옵션 중 스킬 재사용 대기시간 감소 설명은 어떻게 수정됐어?,"[""수정2 [체인지 버닝] 몽환의 장비 & 몽환의 결정 문서에는 몽환의 결정 옵션으로 최대 9초 감소 가능하며 5초 미만으로는 감소시킬 수 없다는 설명이 적재되어 있다.""]","몽환의 결정 옵션 설명은 최대 9초 감소 가능하며, 5초 미만으로는 감소시킬 수 없다는 내용으로 수정되었다.",Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
수정2 체인지 버닝 루시드 드림 공지에서 악몽 침식 관련 설명은 어떻게 수정됐어?,"[""수정2 [체인지 버닝] 루시드 드림 문서에는 악몽 침식 시 남아있는 드림 이터가 처치 가능한 드림 이터 수치에 반영되지 않는다고 수정된 내용이 적재되어 있다.""]","악몽 침식이 진행되면 남아있던 드림 이터는 사라지지만, 처치 가능한 드림 이터 수치에는 반영되지 않는 것으로 수정되었다.",Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
이벤트 스킬 메이플 스위츠 문서에는 어떤 장점이 언급되어 있어?,"[""[이벤트 스킬] 메이플 스위츠 문서에는 출석에 제약받지 않고 강화 스킬을 빠르게 올릴 수 있어 좋다는 내용이 포함되어 있다.""]",메이플 스위츠 이벤트 스킬 문서에는 출석 제약 없이 강화 스킬을 빠르게 올릴 수 있다는 장점이 언급되어 있다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
체인지 버닝 드림 샤드샵 문서에는 어떤 성장 보상이 언급되어 있어?,"[""[체인지 버닝] 드림 샤드샵 문서에는 솔 에르다 조각과 솔 에르다를 많이 제공한다는 성장 보상 관련 내용이 포함되어 있다.""]",드림 샤드샵 문서에는 솔 에르다 조각과 솔 에르다 같은 6차 성장 보상이 언급되어 있다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
클라이언트 1.2.414 업데이트 안내에서 공용 코어와 스킬 조정 문서는 어떤 범주야?,"[""official_update 문서 목록에는 수정 클라이언트 1.2.414 업데이트 안내 (공용 코어, 스킬 조정)가 official_update 범주로 적재되어 있다.""]",클라이언트 1.2.414 공용 코어와 스킬 조정 문서는 공식 업데이트 문서 범주에 해당한다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
테스트월드 클라이언트 1.2.200 릴리즈 공용 코어와 스킬 조정 문서는 어떤 범주야?,"[""testworld_update 문서 목록에는 클라이언트 1.2.200 릴리즈(공용 코어, 스킬 조정)가 테스트월드 업데이트 범주로 적재되어 있다.""]",클라이언트 1.2.200 공용 코어와 스킬 조정 릴리즈는 테스트월드 업데이트 문서 범주에 해당한다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
Lotus Normal recommendation requirement 문서는 어떤 성격의 룰 문서야?,"[""boss_recommendation_rule 문서 목록에는 Lotus Normal recommendation requirement가 보스 추천 요구 스펙 룰 문서로 적재되어 있다.""]",Lotus Normal recommendation requirement는 노멀 스우 추천 요구 스펙을 다루는 보스 추천 룰 문서이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
equipment_growth_rule 문서는 어떤 용도의 보조 룰 문서야?,"[""equipment_growth_rule 문서는 장비 성장 판단을 돕는 supplemental_recommendation_rules 범주의 보조 룰 문서로 pgvector에 적재되어 있다.""]",equipment_growth_rule은 장비 성장과 추천 판단을 돕기 위해 적재된 보조 룰 문서이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
wiki 문서는 pgvector에서 어떤 보조 자료 범위로 적재되어 있어?,"[""pgvector 임베딩 분포에는 wiki 카테고리가 wiki_additional_collection 범위의 보조 문서로 가장 많이 적재되어 있다.""]",wiki 문서는 wiki_additional_collection 범위의 위키형 보조 자료로 pgvector에 적재되어 있다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
