user_input,reference_contexts,reference,persona_name,query_style,query_length
메이플스토리 공식 사이트에서 출석 이벤트 마스코트 퍼레이드는 어떤 보상과 관련돼?,"[""공식 웹 문서에는 [출석 이벤트] 마스코트 퍼레이드가 출석 참여와 펫/보상 문의가 함께 노출되는 출석형 이벤트로 안내되어 있다.""]",마스코트 퍼레이드는 출석 참여를 기반으로 보상을 받는 출석 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 체인지 버닝 몽환의 시련은 어떤 이벤트야?,"[""공식 웹 문서에는 [체인지 버닝] 몽환의 시련이 체인지 버닝 이벤트 묶음의 하위 이벤트로 안내되어 있다.""]",체인지 버닝 몽환의 시련은 체인지 버닝 기간에 진행되는 하위 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 체인지 버닝 루시드는 어떤 이벤트야?,"[""공식 웹 문서에는 [체인지 버닝] 루시드가 체인지 버닝 이벤트 묶음의 주요 이벤트로 안내되어 있다.""]",체인지 버닝 루시드는 체인지 버닝 기간에 루시드 테마로 진행되는 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 버닝 BEYOND는 어떤 성장 지원 이벤트야?,"[""공식 웹 문서에는 버닝 BEYOND가 하이퍼 버닝 계열 성장 지원 이벤트로 노출되어 있다.""]",버닝 BEYOND는 캐릭터 성장을 빠르게 지원하는 버닝 계열 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 하이퍼 버닝 MAX는 어떤 이벤트야?,"[""공식 웹 문서에는 하이퍼 버닝 MAX가 하이퍼 버닝 계열의 성장 지원 이벤트로 안내되어 있다.""]",하이퍼 버닝 MAX는 캐릭터 레벨업과 성장을 지원하는 하이퍼 버닝 계열 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 VIP 사우나는 어떤 이벤트야?,"[""공식 웹 문서에는 VIP 사우나가 메이플스토리 이벤트 목록의 공식 이벤트로 안내되어 있다.""]",VIP 사우나는 메이플스토리 공식 이벤트 목록에 포함된 이벤트이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 넥슨캐시 이용약관 변경 안내는 어떤 공지야?,"[""공식 웹 공지에는 넥슨캐시 이용약관 변경 안내가 이용약관 변경을 알리는 notice 문서로 게시되어 있다.""]",넥슨캐시 이용약관 변경 안내는 넥슨캐시 이용약관 변경을 알리는 공식 공지이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 메이플 옥션 이용 불가 현상 수정 안내는 어떤 공지야?,"[""공식 웹 공지에는 메이플 옥션 이용 불가 현상 수정 안내가 장애 또는 이용 불가 현상 수정 완료를 알리는 공지로 게시되어 있다.""]",메이플 옥션 이용 불가 현상 수정 안내는 메이플 옥션 이용 불가 현상의 수정 또는 완료를 알리는 공식 공지이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 Tver.1.2.200 우수테스터 발표 안내는 어떤 공지야?,"[""공식 테스트월드 웹 공지에는 Tver.1.2.200 우수테스터 발표 안내가 테스트월드 우수테스터 발표 문서로 게시되어 있다.""]",Tver.1.2.200 우수테스터 발표 안내는 테스트월드 우수테스터 발표를 알리는 공식 공지이다.,Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
메이플스토리 공식 사이트에서 클라이언트 1.2.414 업데이트 안내는 어떤 업데이트야?,"[""공식 웹 업데이트에는 클라이언트 1.2.414 업데이트 안내가 이벤트, 컨텐츠, 개선사항 및 오류 수정과 관련된 업데이트로 게시되어 있다.""]","클라이언트 1.2.414 업데이트 안내는 이벤트, 컨텐츠, 개선사항 및 오류 수정을 다루는 공식 업데이트이다.",Maple RAG Evaluator,PERFECT_GRAMMAR,MEDIUM
